,reviewtext,Rooms,Location,Cleanliness,Checkin,Service
1341,"great location freindly staff chose hotel stopgap couples wildly varying vacation budgets, wanted nice base sightseeing couples afford disappointing fit perfectly, rooms clean bathrooms actually counter space rarity italian hotels, common areas charming staff accommodating, couples rooms hotel wooden shutters closed street noise minimal.the location not better 10 minute walk duomo ponte vecchio 5 minutes piazza della signoria uffizi gallery shopping everywhere.this no luxury hotel looking clean comfortable friendly place centrally located sightseeing shopping definitely recommend,  ",,1.0,,,1.0
1342,"perfect pierre beautiful spotless elegant friendly, easter left little chocolate egg rooms nice little touches like make difference, lovely 3 bed suites, perfect location sights, late night trying sleep street musicians pain a***, overall highly recommended quieter, great time,  ",,1.0,,,1.0
1343,"fabulous hotel ideal location fabulous 4 nights florence hotel pierre perfect base hotel break, room 203 hotel early morning noise street cleaners bearable, staff hotel friendly, buffet breakfast good caters wide variety tastes, room deluxe room definitely worth upgrade, space bathroom agreed fantastic bath separate shower cubicle double basins, definitely recommend hotel certainly stay hotel florence, enjoy,  ",,1.0,,,1.0
1344,"great hotel better staff appointed hotel, clean, good breakfast, centrally located close minutes walk staff literally priceless, unfailing smiling helpful, night barman leave early, concierge pitched drink, lots fun, importantly guy did n't way, did.stay thank later,  ",,1.0,1.0,,1.0
1345,"unbeatable location loved bed, short weekend away florence staying hotel pierre ended complete success surprise birthday present.the room bit small no views comfortable especially bed slept like baby nights, loved blinds bathroom, let breakfast bit scarce compared english breakfast.unbeatable location n't bother driving just walk station hotel literally 5 mn away ponte vecchio mayor sights.definitely going jan,  ",,1.0,,,
1346,"great location great value thanks submitted reviews thgis hotel enthusiasm led staying nights 15-19 july.this hotel remarkable location absolutely centre florence easy walking distance.we offered larger rooms comfortable good bed nice marble bathroom sinks.we definitely return,  ",1.0,1.0,,,
1347,"modern hotel florence new opened april 2008 modern hotel 20 minutes walk florence center quite area, rooms quite big clean red grey coulors, includes tv free satelite.i paid persons 85 euros/night no breakfast october 2008.brakfast served hotel street average, not recomend breakfast.smoking not permited,  ",,,,,-1.0
1348,"perfect location just amazing website review nearly year late boyfriend took hotel december 2 night stay amazing literally 5 minute walk river maybe 10 minutes center florence, staff helpful room spotless bathroom beautiful, modern shower huge mirror v important girls, spotlessly clean, bedding changed 1st night towels, room internet access tv not bothered using it.. definitely stay nothing bad report,  ",1.0,1.0,1.0,1.0,1.0
1349,"clean spacious rooms nice 4-star hotel, room spacious clean breakfast decent, admit spent night,  ",1.0,,1.0,,
1350,"great hotel stayed 4 star hotels rome venice best hotel, 15 min walk uffizi gallery dont think far b/c way, nice concierge breakfast included just ok. room big marble floor bathroom bigger shower european hotels toothbrushes ready room, comfortable bed unlike italy, definitely stay,  ",1.0,,,,
1351,"best italy august spent weeks italy rome florence venice, hotel la ville absolutely excellant compared sheraton roma hotel danielli, staff friendly helpful courteous, marco desk pleasure available help, fredrico bartender charming friendly, breakfast great staff efficient, location perfect 10 minutes away, room nicely appointed including heated towel rack large bathroom, wife highly recommend hotel.rick margaret california,  ",1.0,,,1.0,1.0
1352,"excellent hotel just 6 night stay hotel la ville central florence, junior suite facing street suite 301, excellent size pull couch enormous bathroom, ceilings high lovely windows insulated noise street, reports site breakfasts true just excellent, staff hotel exceptional nothing, did arrange tickets uffizi gallery premium warned make money booking things, cocktail hour hotel bar good deal selection sandwiches nuts accompany drink, house chianti good choice, tip excellent restaurant try trattoria magione della spada 27r turn right hotel walk tournaboli della spada turn right 50 metres left hand, excellent local restaurant packed time local tourists, ribolita soup excellent steaks pork chops served excellent roasted vegatables, coming, overall hotel la ville nice comfortable service driven 4 star hotel great base explore florence, ciao,  ",,,,,1.0
1353,"great breakfast, classy business-style hotel easy walking distance major tourist destinations train station, wonderful breakfast buffet not average continental breakfast, not particularly quaint comfortable, restful place stay, really wanted eat wine bar palazzo antinori door guidebooks say great got,  ",,,,,1.0
1354,"wonderful hotel, stayed 4 nights february loved hotel, location perfect right antinori winery upscale shopping, duomo blocks away, rooms clean appointed pretty comfortable beds, far nicest 5 hotels visited italy,  ",1.0,1.0,,,
1355,"favorite hotel florence florence 14 times stayed 11 times, wonderful place stay, desk people great, swimming pool charming garden lovely lobby nice rooms balconies sumptuous breakfast room, hotel 10 minutes walk train station, exit station left exit cross street walk della scala, restaurants nearby uffizi accademia 15 20 min walk, arno short walk,  ",,1.0,,,
1356,"liked hotel larger rooms hotel best room italian tour, room spacious furnished, room interior bathroom modern european standards, unlike hotels english-speaking stations tv, location outstanding close shopping siteseeing restaurants blocks train terminal, nice experience staff accomodating, none problems discussed negative reviews website, negative issue room street noisy night, great experience,  ",1.0,-1.0,,1.0,1.0
1357,"filthy smells hotel building gutted torn down.it significant plumbing/sewage problems produces strong odor east wing building.exterior/street rooms noisy,  ",,-1.0,-1.0,,
1358,"superb service staff got admit worried hotel read reviews, arrived croce di malta receptionist told moved hotel water main burst outside no water room, arranged checked similar standard hotel 100 yards road no hassle all.the day arranged baggage picked whilst sightseeing rooms waiting got evening, aircon leaked sent minutes fix cleaned carpet there.the rooms nice clean lots character comfy beds, building nice peaceful, breakfast good choice things fresh fruit, staff good finding table looked full.during stay group doctor, receptionist arranged doctor arrived quicklly, did n't cash pay doctor receptionist lent money came check receptionist helpful calling taxi not quibbling items n't had.i impressed hotel staff amazing going help sorting problems quickly could.my tip hotel try roof bar great place sunset,  ",,,,,1.0
1359,"beautiful city horrible hotel stayed nights tour italy expecting star hotel instead barely deserving star rating.ok start, maybe dark dingy room pathetic excuse bathroom hotel bar open lets start room, small dark noisy walls hear door, furniture rickety attepted bedside table stuck wall slide, obviously condensation problem hotel room smell indeed.next bathroom, small dark barely doing, shower tiny n't lean wash feet, water pressure virtually non existant shower head seen better days.i agree reviewers location hotel definitely not stay hesitant walking, husband n't bad area decidedly unwholesome, not female travellers.the downside hotel advertises roof bar, open whilst days, fact hotel bar open, positive presence pool cool afternoon pool area not kept.all florence city stunning not circumstances stay hotel,  ",-1.0,-1.0,-1.0,,
1360,"disappointing hotel disappointing, idea staying renovated 14th century convent charming did n't expect renovations modern asian flair, staying traditional old world italian charming hotels hotel surprise, breakfast sub par say party ended walking couple doors cafe cross fast food quikimart buy cappucinno hotel restaurant did not include cappucinno breakfast pay extra n't good, room spacious particularly european standards bit shabby bathroom tiny not appointed, worst questionable neighborhood desk advised not night single female not safe, hotel privledges gym instead having workout room walk gym nervous, gym did not provide water towels young men lifting weights, friend women felt quite conspicuous place, rooftop lovely time tried locked n't open, desk help spoke english beautifully helpful remembering room number lovely, choose hotel adequate just place park suitcase hours sleep not place want linger soak ambiance, did laptop check wireless access convenient checking email,  ",-1.0,-1.0,-1.0,-1.0,-1.0
1361,"absolutely magnificent business trip florence booked stayed night hotel hotel bed bug infestation, managed rooms rivoli welcomed open arms incredible reception staff.the hotel clean nicely decorated good amenities centrally located, fantastic situation train station conference centre great sights florence, staff extremely polite friendly helpful, breakfast lovely terrific selection bread pastries cooked breakfast items fruit beverages.there nice bar area drinks served quite late night.we did n't try pool original hotel did n't n't brought swim wear.it n't mattered luggage care air france, missing entire stay finally turning 3 hours departed, reception staff came, worked incredibly hard making phone phone air france pisa luggage handling try track cases, not helpful understanding took huge time, nothing trouble them.i definitely highly recommend hotel visiting florence,  ",,,1.0,1.0,1.0
1362,"nights seven days wife spent nights rivoli second week june, rooms relatively clean beds firm comfortable, room courtyard pool noise heard noisy people pool courtyard, n't plan spend time swimming pool miniscule, hear cars past small street alley hotel windows did keeping noise, courtyard nice place relax drink bar, noise heard room nothing unbearable, water temperature shower uneven times, a/c works easy control room thermostat, exiting hotel sure turn right going left bit seedy especially night, taxi stand nearby station couple times called cab spending day walking easy taxi arriving minutes called desk staff, line hotel best western not seasons expectations reasonable, stay hotel no qualms recommending it.train station corner trip lucca easy, trains clean comfortable going lucca track stops lucca station easy miss not paying attention.italian restaurant street hotel good convenient place dinner, no need search good gelato best street corner piazza santa maria novella, visit santa maria novella church spectacular frescos, advance tix uffizi david lines ridiculous, guided tour uffizi waste david better got standing line forever,  ",1.0,,1.0,,
1363,"little outdated overall nice stayed rivoli nights, probably best service stayed italy, n't saying, desk checked efficiently booked reserved tickets uffizi, gave excellent advice galleria dell'accademia open late evening fridays, did not arrive 4:00 day able drop things quickly head time duomo closes 5 museo dell duomo think open til 7 david having dinner hotel nice room queen bed space comfortable bed clean important things, decor boring notice reviewers new monogrammed towels old worn shredding ones, enjoyed al fresco seating private courtyard lovely late afternoon cocktail, liked buffet breakfast fairly modest included selection sweet pastries eggs healthier choices like fruit yogurt.we did not use small pool hot tub overrun family preteens afternoon considered it.the hotel easy walking distance sights 10 minutes duomo 15-20 piazza della signoria, close train station good arrived train accordance proximity area little sketchy, not felt comfortable walking woman street immigrant guys sell counterfeit bags hang block away hours saw solo female heckled night, not big deal spent virtually day about.for overall price paid 125 euros night solid three-star choice florence,  ",1.0,,,,
1364,"ok better stayed hotel november took mum birthday, arrive hotel looked ok person reception n't helpful taken room large italy traditional modernising, hotel not run great western hotel chain identity hotel little confusing great western think aris hotels rivoli hotel branding, choose hotel great western, room floor road main disappoint weird smell room came bathroom stay did speak reception did n't rooms day emergency drains blocked hotel smell horrible, guess smell coming drain bathroom, stayed florence hotel near square similar names little thought, looking forward break high hopes hotel little disappointed beautiful hotel great breakfast breakfast staff great generally great needs,  ",1.0,,,,
1365,"nice quiet stay arrived late firenze travelling parents whirlwind traffic, hotel rivoli train station piazza statione main square piazza republica nice 4 star hotel, staff fine no problems no extraordinary care service, travelling doing lot walking great respite just park car spend days, breakfast food american scrambled eggs/sausage croissants proscuittos cheeses cereals, internet access available small fee, nice room separate bedroom w/double bed parents sitting room sofa-bed, comfy, shopping firenze mercado san lorenzo biggest tourist shopping area near san lor church, better buys items near train station seedy area shopped co-workers gamut trinkets key chains magnets t shirts prices better, tourist shopping firenze did n't variety rome, shopping area near straw market nice jewelery place w/ good prices-saw jewellery, loggia area right nearby open arched walking area post office better prices nice paper items florentine stationary/books, got nice size extra luggage bag 10 cheaper san lorenzo, sure shop, right loggia area covered walking area restaurant looked pricey style location outdoor seating incredibly big steak dont italy great price great pasta great prices, shops san lorenzo area good buys pretty scarfs women bags etc.with beautiful variety willing better deal priced, food market san lorenzo mercado great lunch cheap sit together- usually market workers closes 2 early, mercado good prices olive oils great bottles vinegars pestos beautiful jars, italy economic slump euro shops including hotels willing negotiate, cool watches near vendors duomo african dudes quote high walk price dropped quickly.restaurant street rivoli great good local food good prices, great restaurant abruzzo style food piazza san marco called accademia, bit upscale lots food served beautifully, cab long walk, hope helps, great time beautiful crazy city,  ",1.0,1.0,1.0,1.0,1.0
1366,"nothing great nothing bad stayed hotel 3 days end sep, did n't want write review beginning vacation wanted hotels like italy 1st time italy gave review, end trip think hotel just average, hotel booked gate1 did n't really choice room got pretty average, not sure ended paying booked travel agency really just average, absolutely nothing special place, guy desk kinda rude not friendly room small compared italy hotels positive note close fairly clean, breakfast little better average breakfasts italy, ca n't great hotel florence n't bad,  ",,,1.0,,
1367,"overbooked booked hotel expedia june 21-24 2005. time used internet company book hotel reservations, reconfirmed reservation week prior arrival, arrived 21st told hotel overbooked did not room, say upset angry, chosen place close walking distance tourist attractions rail station, hotel owned company, far tourist attractions pay taxi time gets expensive, n't mind walking temperature 95 humid, n't breeze blowing did n't long really hot, rivoli said not far tourist attractions tried pin distance n't reply, knew far point did n't choice, did pay taxi fare hotel, did offer return hotel cancellations nights point thought no way, not stay return visits n't confident room said did,  ",,,,,-1.0
1368,"good hotel poor location 1-the hotel good rooms smoky2-the location far center3-the surroundings not best careful,  ",1.0,-1.0,,,
1369,"great worth visit original booking minute.com gave great price standard double room superior triple room arrived hotel decided superior rooms adjacent unnecessary travel floors, rooms unlike stayed grand quite traditional, bathrooms marble contained modest supply toiletries, room service great complimentary slippers, breakfast biggest plus good selection fruits cakes cooked foods, location close train station quiet road, located 5-10 mins duomo, benefit hotel large rooms good air conditioning help cool.overall hotel pleasant surprise price paid, things pay case got slightly, paying price doubt pleased none satisfied,  ",1.0,1.0,,,1.0
1370,"great value recommendation firenze good location not easy, travelocity great way location determined near train station, location good advice, able walk bags hotel, easy 5 minute walk wife large bags.we wanted good location got, close wanted kinds great shops restaurants, staff best helpful time florence, helped reservations recommended great restaurants.breakfast excellent important meal miss lunch constantly.the rooms not like marriott hilton did n't want, old building lot history cool learn, just sleeping room feel, road noise wife complained negative.overall loved place, stayed 3 days enjoyed,  ",,1.0,,,
1371,"happy mixed opinions reviews looked prior booking, went ahead booked pleasantly surpised got.when staying italian city european city matter not expect rooms huge, stay likely disappointed, mind room big walk getting changed bumping need room great, clean airy aircon worked great beds comfy need 2 pillows sleep hotel happy oblige extra pillows free safe wardrobe space clothes not abundent fine few-day stay balcony, bathroom big shower n't huge pressure decent warm succeeded making clean everyday job, hotel staff friendly accomodating, little tip learn little italian does n't make effort appreciated staff includes shops/restaurants florence just fabulous, food great expect, thing look want pizza pizzaria, restaurants chances pizza frozen base marked menu look prices ice-cream varies enormously, got fleased 16euro pretty standard size cones paid 3-4euro previous day, ask price buy, italian poss, big bonus hotel sun terrace, know n't florence sun-bathe rr, place lie sunloungers book bliss.all hotel ideal purposes location great did wonder bit far got lost days ask directions station people know direct ask italian complaint holiday short,  ",1.0,,,,
1372,"great location room able walk to/from train station no problems blocks away, location hotel excellent, kept map times easily able navigate way stopping ask directions time needed, people friendly, did morning guided walk florence recommend doing helped berings efficient way big sights david accademia gallery worth seeing, took bus fiezole nice view florence michelangelo piazza far arno river worth short bus ride, del vechio bridge fun spent time exploring river, wonderful atmosphere day night felt safe time ended darker alleys accident no problems, food expensive nice finds outdoor market dress leather coat.my daughter loved fashion major, hotel adequate clean n't beat location,  ",,1.0,,,
1373,"loads character just returned 4 night stay machiavelli palace, think read reports people stayed hotel good flavour, fact lots good points not quite good, location perfect 5 minute walk railway station near main attractions, reported lot room noise room overlooked centre hotel no view quiet, think probably fair say good view noise vice versa, bedroom lovely character beautiful curtains feature hotel bed hard painkillers, picky comes beds hotel beds hard, bathroom small adequate clean shower smallest seen, stand wrap curtain, tiny drop soap struggle bend pick, reviewers report breakfast not good quite right, n't awful just bit basic reasonable start day, receptionists extremely helpful courteous, probably best feature hotel location atmosphere ambience character, worth taking drink lovely small roof terrace 3rd floor, florence simply spoilt choice wonderful things lovely cafes restaurants, not sure bother hop-on hop-off open tour bus really not buses absolutely packed time deck, great trip lovely hotel just make couple improvements better,  ",,1.0,,,1.0
1374,"fine n't mind noise, like sleep comforts not stay, staff friendly room nice size think just lucky, hotel did faults, double bed really singles pushed little closer, mattresses hard felt like sleeping floor, windows not double glazed prepared hear going outside conversations understood language, morning woken women having loud conversation outside room italian not sure staff guests conversation/shout went forever, hear person sneeze room door, noise plumbing unbelievable, breakfast fine italy really, having said location great,  ",,,,1.0,1.0
1375,"little gem quite difficult suitable room florence short break 14 yr. old son, trawled trip advisor finally settled one.the position not better arriving train literally road corner.our room ready noon delighted given room displayed hotel web site, claim suite hotel maybe think stretching suite certainly lovely old florentine room stairs little nook flat-screen tv sofa fridge, teenage heaven shower room small functional cleaning took place morning.the breakfast room gets quite crowded quite adequate, coffee disgusting tip order espresso no extra charge making americano hot water.the receptionists helpful restaurants shopping etc.there quite variation rooms ask n't like first.there pleasant little terrace floor wher flop hard days sight-seeing.definitely little gem expensive city,  ",,,,1.0,1.0
1376,"2 thumbs, pleased hotel, not extremely fancy clean taken care hotel, staff exceptional friendly took care request car parking needs actually took/picked rental car to/from garage needed think owners actually gave really great tuscan countryside sight-seeing advice, room floor end hotel good size perfect needs yes shower problem typical european setup small detachable shower heads tend squirt place, note noted rooms look small according escape plans wall oddly shaped especially hotel sides near main stairwell, great location walking distance ready barter new leather coat merchant square block away uffizi train station nice pub end street left hotel,  ",,1.0,,,
1377,"nice hotel convenient location thought hotel step 3 star, hotel room nice clean felt relatively new, location not beat close train station shopping sites.bathroom clean small smelled bad poured water floor drain trap apparently dry, fine.breakfast standard fare good, escape map posted tell room shapes varied sizes varied, looked average placed varanda 3rd story looking tiled roof tops, nice,  ",,,1.0,,
1378,"location good 1 word awful hotel terrible service no room service shower stinks child not fit personel nasty 3 weeks not receive package mail forgotten expense good thing location close foot sights 2 minute walk train station,  ",,1.0,,,
1379,"nothing memorable no complaints close train station basic room nothing fancy, hotels area, lots places grab bite mcdonalds wanting, easy walk places florence, easy bus free map tourist info train station, place clean comfortable, good reasonably priced place,  ",,1.0,1.0,,
1380,"location 10 hotel 2 know really got pretty bad experience hotel feel need log trip advisor rate place 48 hours getting home, second comments overall feel place n't know hotel featuring website parts saw including creepy dingy room labyrinthine gerbil cage hallways looked like n't cleaned painted 70, room dated awful cheap paneling, twin beds like sleeping slab surgical theatre, required creaky anxiety inducing elevator rides meters walk just floor room, staff really unfriendly case florence places, sequestered airless dark meeting space breakfast breakfast tables filled, 350 night hotel positive location,  ",,1.0,,,
1381,"check room, wife just returned spending 3 nights stay honeymoon italy, say understand hotels standards florence vary not 4 star hotel, starting depends hotel stay, room old smelly need updating, room better ear plugs staff unhelpful fact guy checked not going change room got did, honeymoon knew, think hotel fully booked knew bad room breakfast unless manage 5 tables windows sit dark room windows curtains kept closed, stay ca n't,  ",-1.0,,-1.0,-1.0,-1.0
1382,"location location location loved florence location hotel superb stones throw duomo, large traditional room large bathroom no tea making facilities breakfast good, staff nice helpful, ask pre book museums like uffizi walk avoid long wait, got train airport taxi hotel, say fan tomorrow no problem staying hotel,  ",,1.0,,1.0,1.0
1383,"small room great location centre main area, hotel charm comfortable clean staff helpful, standard rate rooms small, initially lower floor window opening small courtyard buildings combined small size room dark claustrophobic, reception arranged night floor directly room no difference size, neighbouring roof line lighter lay bed duomo, perfectly acceptable stayed room break pleased hotel,  ",-1.0,1.0,1.0,1.0,1.0
1384,"100 star rating, minute arrived 8 hour train trip 10 days road treated like close friends hotel, room newly renovated amenities want need, staff friendly enjoyed using english skills, breakfast excellent plenty hot coffe hours convienent, dinner small house restaurant cozy friendly delicious, ca n't say highly recommend hotel, centrally located watched easter celebration window fantastic view city roof terrace weight room,  ",,,,,1.0
1385,"different experiences stories tell, originally booked hotel nights junior suite duomo view decided add night begining stay, n't suite night triple room, dirty old tired not pleasant, odd hotel looked nice lobby breakfast room public areas, complained moving second night hoped suite cleaner, like going different hotel, suite perfect large bedroom large bath balcony spacious clean, delighted forgot bad room, excellent location driving did prepared smallest alleys known man, wife sure going scrape car going alley elisabetta sudden small piazza hotel location great, paid garage park car expensive 120 days did n't want mess florence, stay junior suite hotel upgraded charge plenty,  ",1.0,,-1.0,,
1386,"little faded charming different just come weekend stay hotel mother, confess having hotel da vinci code slightly embarrassing read reviews tripadvisor, stuck great location looked structurally interesting hotels, requested email room twin beds explaining travelling mother, requested room floor told reviews renovated nicest rooms, given room 405 recommend, end long corridor nice clean good bathroom good view duomo quiet tucked away, brunelleschi nice hotel great location 3 mins duomo, yes noise night high did n't bother end day busy city situated centrally n't going quiet realistically, clean sheets nice towels mini bar no kettle provided tea making facilities hotels stayed italy france did n't expect, restaurant closed evening used breakfast, open 7am earlier eggs hot nearer 10am stone cold, nicer breakfast arrived 7.30am rolls fresher fruit nicer, reception area lovely really unusual, staying old building like sort thing charm, like modern purpose built hotels probably not, floor large lounge internet access, lovely big light room nicely furnished wo n't really exploring florence, really liked hotel stay, lovely restaurants surrounding roads lovely place just meander, hotel looks impressive outside night, night hear wind howling round tower eerie charming, faded places unusual different, staff reception just not break smile, lot florence, wonderful sullen, no inbetween, uffizi amazing pre-book tickets on-line, accademia worth trip look david, n't forget passport driving licence want hire audio guide, not le leave money credit card god knows, ryan air transfer beware long wait, seen incompetence organising people coach, enjoy florence,  ",,1.0,,,
1387,"hotel brunelleschi good location bad quality money stayed hotel brunelleschi 3 nights early october, impressions arrived good, hotel close duomo sits small piazza mainly pedestrianised area, unfortunately point onwards things went downhill.we arrived reception luggage dark feeling quite stressed journey airport having battled beggars train station really appreciated friendly face reception make feel welcome alas not, grey haired young lady desk supercilious quite frankly rude, asked usual credit card desk refuse offer cash deposit, declined credit card treated distain sent room smile thank does grate prepaid online, room ok clean tidy dated shabby round edges, aspect good brunelleschi dome campinile window floor high street not disturbed, dont forget busy area hear florentine life night great experience city, decided late eat hotel restaurant big big mistake, ordered bruschetta pomadoro told no bread, ordered tomato mozzarella salad bottle house chianti, acceptable price charging ripe tomatoes buffalo mozzarella little basil crushed pepper instead catering pack quality cheese crisp tomatoes, hungry ate starter anticipation main meals veal mushroom sauce lemon sauce, arrived knew wasnt going good, small sliver meat accompanied 70 style stuffed courgette end barrel shaped single potato, dish rendered inedible saltiest disgusting sauces honestly tasted, companion eat waiter offered change plate hard change sauce visions bubbling vats entered heads, expected dish returned exactly impossible eat, hardly touched didnt directly complain plate taken away charged, meal main dish not charged came 52 euros complete rip quite frankly embarassment hotel situated country region renowned fantastic food, really welcomed kettle room tea coffee sachets, instead worn-out minibar hugely overpriced alcoholic soft drinks, advantage bad hotel makes streets outside appealing florence doesnt disappoint, headed piazza del republica paszkowskis irish coffee profiteroles delicious included live music addition enzo young waiter lovely.later hotel night slept steps duomo beds rock hard small pillow bed, appeared no heating night cold stage grateful just clean linen, towels bathroom plentiful holes looked quite threadbare, face cloths not replaced night either.next morning breakfast ho hum, breakfast runs 7am till 10am good like lay recommend early possible bread rolls havent hard chip teeth bacon crisp think eaten biltong, fair wide selection school meal like wonder weeks cereal brought horrible servers, recommend fruit juice tinned fruit fresh fruit pastries safest things consume aware fruit bowl probably left overnight morning looked just left not topped fruit, tea coffee appalling stewed served revolting uht milk not fresh, room ate directly away main dining area adjacent kitchens dull drab, gained impression morning just inconvenience, days went staff appeared just lost live poor room maids able muster strained buongiorno, not recommend hotel, good things staying central location incredible flush toilet, overall cost stay hotel nights wish stayed smaller friendly family run hotel nearer river arno, make sure comftable walking shoes florence, walking distance queuing expensive taxis not worth using, area duomo central busy, worth staying areas near santo spirito palazzo pitti greener areas craftsmens studios, avoid areas station piazza santa maria novella san lorenzo accomodation unless want urban culural experience hustle bustle, try central market near san lorenzo foodie experience museo dell'opera del duomo brunelleschi facts, expensive drinks outside piazzas fun just watching florentines daily lives, fails lovely little cheap restaurant dello studio minute hotel just pegnas grocery shop duomo, sit outside, marvellous proscuitio melon spaghetti carbonara, visit small pottery shop piazza della signoria d'magazzini opposite fruit veg shop selling lovely moscato grapes, try toilet leave hotel public toilets nonexistent, walk boboli gardens spoilt disgusting conditions ladies toilets there.overall florence amazing city stay 3 days try arrange tuscany, florentine people friendly especially waiters cafes restaurants polite friendly professional places service charge included, appreciate trying speak italian dont come impatient flounder, tipped despite long hours work fact end busy season exceptional,  ",,1.0,,,
1388,"hotel brunelleschi not thanks, husband stayed 2 weeks ago honeymoon trip, perfect location close hotel poor state, badly needs tlc rooms clean stuck 70 decor wise staff ok not overly helpful friendly did speak italian, arrived 2pm told room not ready 3pm totally unacceptable book, checking asked problems reported strong smell corridor stayed lady shrugged saying damp weather breakfasts poor poor guy sweating running mad trying sort disgrace.we paid lot money stay did not expect shabby old room dated furniture shabby service.i read hotel italy called 4 expect 3* case not accurate, apparently great rooms tower guess need totally minted, advice choose especially romantic setting believed,  ",,1.0,1.0,,
1389,"horrible experience beware, beware, reservation hotel trip italy oct 2004. cancelled reservation day, 475 uswe just received visa statement charged card night, called immediatley told rude conversation mario anichini manager, refused stating not notice cancelation luck.so beware not stay make sure papers correspondence,  The location is not good",,-1.0,,,
1390,"excellent location stayed hotel 10 days november, staff helpful breakfast buffet fine room adequate, great location, beautiful bar old tower,  ",,1.0,,1.0,1.0
1391,"paris hotel true treasue florence, real treasure, 3 star hotel relaxed elegance great customer service attitude, rooms really large place appointed, great location really reasonable rates.it stay florence real pleasure.we moved hotel spagna nightmare,  ",,1.0,,,1.0
1392,"loved hotel, took boyfriend romantic break florence birthday chose book paris hotel looking pictures website amazing n't disappointed way really enjoyed nights spent florence, staff incredibly friendly terms main sights location hotel n't faulted.having read reviews bit worried room size shoebox massive beautiful high ceilings shutters romantic, think maybe pot luck hotel used palazzo no rooms same.other reviews said traffic noise surrounding streets terrible yes n't great near loud awake, city gets bit noisy waking ca n't really complain, wholeheartedly recommend hotel,  ",,,,1.0,1.0
1393,"rest head good hotel terms location not person quick pick fault comes hotel want good location clean room honest review prior booking single superior room hotel contradiction terms.i spent lovely days florence room joke mother single superior rooms slim athletic build left no option purchase shoe horn reception prize mother room enable dinner gap wall bed proven problematic worm access general size room inspired heading somewherer rest head long small head,  ",,1.0,1.0,,
1394,"great location stayed 3 nights paris hotel florence, close train station plus close museums churches great street vendor areas, problem room short glass staircase friend fear heights walking clear floors high, price use internet double italian hotels stayed, breakfast average, roomy twin room nice size bathroom nice hotel stay,  ",,1.0,,,
1395,"paris florence just returned excellent 8 day stay hotel.the staff exceptionally helpful friendly make feel welcome, happily recommend trips restaurants book wish.our room spacious maintained original fresco high vaulted ceiling.the hotel situated minutes walk main sights 5 minutes walk railway station.the drawback no bar location not real issue.i recommend hotel friendly relaxing visit florence,  ",,,,,1.0
1396,"loved paris, husband just returned florence, stayed paris loved, hotel old palace placement rooms little odd, beautifully decorated quite exotic looking, room appointed usual toiletries hair dryer, excited bathroom bathtub soak tired legs, staff terrifc, graciously reservations uffizi accademia day service no, offered suggestions restaurants called taxi, smile, breakfast great italian cappaccino espresso order american coffee croissants sweets fruit yogurt meat cheese bread cereal.the hotel located blocks train bus stations no noise, blocks duomo.the negative street noise, room faced street hot open windows no air conditioning, nighttime revelers kept calling stella sleeping little tough, problem ask room away main street.florence fabulous city, enjoy,  ",1.0,,,,
1397,"lots good hotels florence, don stay, paris hotel great old villa good location domo window bellmen class, experience not wonderful, room just large 1 childsize bed wooden chair, protesting desk given slightly larger room adult bed, told street noise guide books did not realize loud, night ears ringing noise street shutters closed, sewer-gas odor bathroom, 3rd 4 day reservation wife needed head home unexpectedly, told desk need leave early told need pay room regardless reason.there lots good hotels florence, dont stay,  ",,1.0,,,
1398,"love paris hotel second time staying hotel paris experience great, time husband young children excellent location excellent staff excellent accommodation.i decided book dec 06 weekend away mum sister shop christmas, experience fantastic excellent location excellent staff excellent accommodation.i problem hotel breakfast especially room set superb, problem noise time stays.great little restaurants, close, definitely,  ",,1.0,,1.0,1.0
1399,"not favorite, location turned not bad, turn left nice tourist area s turn right lower residentail area, did end walking right great laundrymat.the rooms really 3*, older not fresh feeling bathroom tiny did n't feel clean age not actual cleanliness air conditioning really not breakfast ok not great ok.we did walking tour florence thought great learn stories buildings, did feel safe entire visit, enjoyed evening sitting uffizi gallery listening musicians watching people,  ",,1.0,,,
1400,"great location quiet comfortable hotel easily train station, staff friendly welcoming gave recommendations places close, room 5th floor just beware elevator goes 4th floor did n't mind liked burning calories eating day, room quiet great view, breakfast simple filling great coffee, little restaurant street amazing great night n't want walk far,  ",,1.0,,1.0,1.0
1401,"close sites shopping food places husband spent nights paris hotel november 2004. room adorable small, surprised balcony, breakfast sufficient staff nice, hotel close sites food places.i definitely recommend hotel,  ",,,,,1.0
1402,"better expected hotel great location helpful staff day florentine art nice sleep air-conditioned room frescoed vaulted ceilings rafael room, 2 adjacent rooms second rafael room smaller acceptable, breakfast warm un-airconditioned room dining room attractive food areas clean, parking not included price valet parking available local garage, benefit driving florence difficult, bathroom large clean, not hyatt good value price,  ",,1.0,,1.0,1.0
1403,"reasonable place stay stayed 2004 elevator not working, pleased hotel great central location close train station rental car got later trip large room clean everytbhing worked helpful staff not expensive given market florence stay,  ",,1.0,,1.0,1.0
